10,1.0025501251220702e-05
100000,0.0
200000,0.0
300000,0.0
400000,9.992122650146484e-06
500000,0.0
600000,0.0
700000,9.908676147460938e-06
800000,1.999855041503906e-05
900000,0.0
1000000,1.0001659393310548e-05
